part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
Yes,25,Yes,20,Doctor,88,38,47,26,3,31,68
Yes,29,No,18,Entrepreneur,7,19,98,100,80,39,78
Yes,9,Yes,14,Teacher,19,35,11,47,59,96,88
Yes,13,Yes,15,Doctor,23,55,73,48,70,56,87
No,28,Yes,15,Entrepreneur,0,61,34,5,1,34,100
No,16,Yes,14,Entrepreneur,61,0,91,24,70,91,75
Yes,11,Yes,10,Doctor,41,11,53,34,93,82,28
No,29,No,11,Engineer,44,43,62,75,5,53,10
Yes,25,Yes,19,Engineer,24,2,60,61,46,56,89
Yes,1,No,18,Engineer,21,61,3,28,85,91,77
Yes,23,Yes,24,Engineer,79,86,20,91,29,8,53
No,17,No,28,Doctor,73,4,65,89,18,21,82
Yes,16,Yes,18,Doctor,5,31,36,87,87,93,84
Yes,27,Yes,29,Doctor,31,68,94,21,33,64,70
No,22,No,2,Engineer,47,34,5,64,10,84,58
No,12,Yes,26,Entrepreneur,89,1,78,6,91,79,89
Yes,21,Yes,6,Doctor,77,92,69,13,53,100,51
No,18,Yes,27,Teacher,28,41,9,52,16,100,59
Yes,29,No,15,Engineer,76,9,51,44,69,3,37
No,19,No,11,Teacher,26,24,70,36,31,15,69
Yes,19,No,12,Artist,99,51,29,39,33,68,91
Yes,26,No,18,Doctor,47,93,54,25,3,10,93
Yes,1,Yes,25,Doctor,2,96,69,5,34,97,47
No,29,Yes,18,Doctor,74,27,13,85,88,71,100
Yes,2,No,10,Doctor,26,55,28,58,33,80,48
Yes,23,Yes,21,Teacher,57,58,88,24,69,53,90
Yes,13,No,11,Artist,60,80,23,36,97,23,84
No,24,Yes,0,Artist,25,49,26,84,5,94,82
No,0,Yes,28,Entrepreneur,69,20,28,27,66,37,16
Yes,28,Yes,7,Teacher,97,52,26,26,72,44,4
Yes,5,No,20,Teacher,91,66,85,5,37,42,21
No,23,Yes,18,Entrepreneur,83,29,5,14,44,32,26
Yes,25,No,16,Artist,69,96,60,100,99,11,18
No,6,No,3,Doctor,64,73,90,0,89,90,60
No,14,No,22,Entrepreneur,35,7,94,59,31,100,76
Yes,23,No,2,Engineer,4,68,23,52,90,74,87
No,0,No,7,Artist,47,40,30,19,76,95,79
Yes,27,No,30,Doctor,18,49,75,14,68,62,18
No,15,No,8,Teacher,11,42,40,66,29,63,35
No,29,No,22,Teacher,98,11,44,9,2,3,11
Yes,18,No,12,Artist,9,47,46,98,87,10,54
Yes,4,Yes,5,Artist,56,77,55,93,80,87,89
Yes,9,No,17,Doctor,74,42,76,59,36,48,54
Yes,25,Yes,6,Teacher,10,48,40,58,15,58,66
Yes,12,Yes,25,Teacher,61,77,99,54,3,68,22
No,27,No,4,Engineer,51,12,87,14,57,35,23
Yes,9,No,14,Artist,13,44,35,17,19,85,8
No,17,Yes,21,Doctor,55,22,50,11,77,96,75
No,20,Yes,24,Engineer,64,64,3,83,48,70,16
No,3,No,9,Engineer,90,64,82,59,67,35,99
No,10,No,19,Artist,65,31,39,55,23,52,56
Yes,24,Yes,29,Teacher,28,66,36,84,57,10,76
Yes,9,Yes,29,Doctor,38,33,11,7,58,86,46
No,23,No,12,Artist,90,74,70,31,74,75,44
Yes,21,Yes,19,Entrepreneur,76,90,90,5,43,12,63
No,15,Yes,27,Artist,52,12,38,16,89,14,45
Yes,23,Yes,29,Teacher,92,32,69,55,65,69,89
No,17,No,23,Artist,37,45,94,98,48,84,23
Yes,6,No,15,Doctor,60,50,39,25,70,43,36
No,14,Yes,26,Teacher,63,75,9,80,89,59,93
No,12,No,11,Doctor,82,12,89,8,74,99,41
Yes,21,Yes,26,Entrepreneur,59,23,3,88,69,8,7
Yes,8,No,5,Teacher,65,97,16,29,56,80,46
No,12,No,1,Doctor,65,88,99,94,45,78,44
Yes,4,Yes,24,Artist,58,60,12,12,49,79,45
No,8,No,0,Engineer,58,14,79,66,25,66,27
Yes,20,Yes,11,Artist,55,0,51,50,43,90,33
No,10,No,26,Entrepreneur,94,18,100,58,29,79,19
No,1,Yes,13,Artist,14,10,79,23,3,57,37
Yes,17,No,15,Entrepreneur,53,68,25,59,4,83,72
No,3,Yes,6,Teacher,73,36,14,60,84,51,20
No,25,No,1,Teacher,18,13,79,24,15,67,80
Yes,6,Yes,10,Entrepreneur,27,42,73,82,52,74,6
No,0,Yes,1,Engineer,9,49,36,19,71,19,8
No,20,Yes,23,Engineer,26,36,89,44,85,16,36
Yes,19,No,28,Teacher,8,25,28,7,51,54,35
Yes,21,No,11,Doctor,49,10,55,14,41,4,96
No,13,No,10,Artist,98,74,0,54,18,58,63
Yes,26,No,22,Doctor,43,80,75,70,52,54,96
No,30,No,2,Teacher,96,44,61,51,72,71,88
Yes,8,Yes,15,Engineer,16,17,1,16,93,32,5
Yes,12,Yes,26,Artist,92,33,15,55,94,80,88
No,18,Yes,15,Teacher,51,71,1,45,71,22,33
No,7,No,26,Engineer,21,51,24,44,45,28,29
Yes,26,No,17,Artist,1,33,0,23,55,17,23
Yes,0,Yes,27,Teacher,16,65,19,81,54,10,48
Yes,13,Yes,9,Engineer,90,63,73,19,22,47,8
Yes,17,No,11,Doctor,51,39,81,92,100,28,36
Yes,26,No,28,Artist,7,19,27,80,8,25,69
No,2,No,6,Artist,17,99,45,62,32,62,6
Yes,17,No,19,Teacher,67,97,63,70,9,93,100
No,2,Yes,17,Teacher,33,75,38,91,92,17,51
No,13,Yes,2,Artist,68,72,43,16,1,54,60
No,9,No,14,Entrepreneur,94,58,63,89,31,44,75
No,16,No,14,Artist,9,46,80,79,45,72,79
Yes,28,No,21,Doctor,71,92,0,40,39,29,41
No,16,No,22,Entrepreneur,77,19,78,6,29,1,44
Yes,12,No,28,Teacher,62,6,71,17,95,25,44
No,22,No,28,Teacher,20,91,26,28,70,92,41
Yes,22,No,21,Doctor,6,64,53,37,54,22,58
No,11,No,18,Teacher,72,77,10,89,92,67,4
No,10,No,16,Engineer,81,67,25,76,0,58,21
No,0,Yes,17,Artist,26,94,70,90,18,43,56
No,17,Yes,30,Doctor,86,82,5,12,19,13,36
No,28,No,28,Artist,87,14,22,37,77,52,46
Yes,11,No,29,Doctor,13,73,53,15,54,85,90
Yes,3,Yes,24,Teacher,89,84,16,31,58,61,47
No,0,Yes,3,Doctor,3,94,38,47,92,38,77
No,17,No,11,Artist,58,31,97,16,46,65,86
No,27,Yes,5,Artist,54,9,72,36,22,50,1
Yes,8,Yes,13,Teacher,37,8,78,71,100,8,91
Yes,22,Yes,17,Engineer,95,3,43,39,34,54,28
No,11,Yes,8,Doctor,56,91,72,92,84,40,87
Yes,6,No,9,Engineer,43,35,79,47,96,48,50
No,30,Yes,30,Entrepreneur,41,27,39,96,55,80,86
No,9,No,14,Engineer,39,74,75,3,19,16,59
Yes,21,No,6,Doctor,48,72,89,88,9,97,61
No,9,No,17,Entrepreneur,55,56,85,49,72,65,64
Yes,4,No,27,Artist,1,65,51,96,6,57,34
No,12,Yes,21,Entrepreneur,94,0,0,93,9,25,33
No,6,No,28,Teacher,65,92,28,18,43,66,81
Yes,11,No,29,Doctor,40,84,68,70,67,99,31
Yes,23,Yes,24,Doctor,56,74,3,32,78,80,49
Yes,24,Yes,3,Teacher,66,100,24,22,63,70,61
No,1,Yes,15,Artist,14,35,45,4,36,96,14
No,2,Yes,1,Teacher,24,57,73,1,14,55,8
No,5,Yes,15,Entrepreneur,12,23,34,95,57,17,74
Yes,9,No,1,Entrepreneur,52,61,85,36,34,68,37
No,15,Yes,3,Entrepreneur,17,69,67,75,92,73,50
No,5,No,27,Engineer,16,12,87,98,81,76,72
No,14,Yes,28,Artist,85,79,16,11,33,63,27
No,29,No,21,Entrepreneur,83,87,58,40,100,46,15
Yes,19,No,18,Engineer,99,100,27,29,13,50,76
Yes,26,Yes,5,Entrepreneur,35,67,94,10,83,15,27
No,19,No,5,Doctor,36,80,23,7,78,23,71
No,7,No,11,Doctor,89,55,32,52,11,83,97
No,24,No,2,Engineer,65,5,16,92,56,45,77
No,29,Yes,3,Entrepreneur,12,4,55,29,59,79,29
No,3,No,27,Entrepreneur,43,19,39,72,55,40,85
Yes,21,Yes,17,Engineer,84,71,37,9,85,47,67
Yes,0,No,19,Entrepreneur,55,4,31,28,0,58,99
No,28,No,25,Entrepreneur,23,97,5,77,38,95,69
Yes,25,No,22,Doctor,98,32,60,72,62,100,20
No,22,No,30,Entrepreneur,68,93,69,5,86,82,68
No,4,No,14,Engineer,36,2,50,40,75,40,72
No,13,No,22,Teacher,32,33,66,16,63,37,81
Yes,11,No,12,Engineer,33,98,97,48,72,95,56
Yes,30,Yes,14,Doctor,73,40,65,39,37,6,53
No,21,Yes,19,Teacher,97,40,78,59,23,60,75
No,28,Yes,7,Engineer,98,34,31,50,36,56,71
Yes,29,Yes,4,Doctor,88,19,80,2,16,93,8
Yes,21,Yes,29,Doctor,25,9,46,60,73,90,24
No,13,Yes,25,Entrepreneur,96,29,79,69,15,38,38
Yes,14,Yes,8,Artist,3,64,46,74,35,8,31
No,3,Yes,3,Teacher,91,19,47,74,97,97,4
Yes,13,No,23,Entrepreneur,94,40,93,77,89,76,77
Yes,11,Yes,24,Artist,49,51,88,88,79,83,21
No,25,Yes,15,Doctor,50,37,67,96,91,27,28
Yes,6,Yes,27,Entrepreneur,63,14,27,1,6,0,22
No,23,Yes,14,Teacher,70,26,78,23,8,64,5
No,13,Yes,19,Artist,97,40,53,21,61,78,84
Yes,20,No,8,Engineer,78,26,44,8,37,98,16
Yes,30,Yes,6,Artist,8,69,91,9,65,64,99
No,28,Yes,29,Doctor,0,29,24,44,74,20,10
Yes,17,No,21,Artist,65,24,22,88,0,83,60
No,27,No,1,Entrepreneur,84,32,29,16,59,40,13
No,14,No,7,Entrepreneur,43,40,51,75,49,48,42
Yes,5,No,16,Teacher,15,19,36,68,43,83,81
No,22,No,3,Engineer,94,82,65,3,28,67,89
Yes,16,No,13,Engineer,75,87,10,84,55,26,61
No,15,Yes,29,Teacher,40,60,41,80,63,14,28
Yes,8,No,12,Teacher,24,44,47,8,14,62,5
No,21,No,23,Artist,42,11,19,58,49,57,53
Yes,19,Yes,26,Engineer,11,33,6,22,76,79,67
Yes,19,Yes,14,Entrepreneur,94,75,19,62,84,40,54
No,30,No,24,Artist,73,40,77,1,59,96,66
No,5,No,18,Engineer,2,2,54,62,94,2,47
No,25,Yes,23,Engineer,77,10,87,2,93,16,35
No,25,No,13,Teacher,77,37,94,74,19,84,25
No,25,No,27,Artist,80,27,58,98,36,52,43
Yes,27,Yes,3,Artist,18,83,83,70,44,24,87
No,10,No,21,Artist,10,71,7,82,4,64,29
Yes,30,No,1,Entrepreneur,69,98,55,33,16,11,93
No,16,Yes,14,Teacher,53,20,17,11,27,6,83
Yes,22,No,23,Engineer,53,56,84,38,56,14,6
Yes,26,Yes,26,Engineer,65,73,85,94,75,91,22
No,30,Yes,12,Doctor,60,79,69,56,16,49,31
No,28,Yes,9,Engineer,23,99,68,64,100,1,62
No,1,No,0,Entrepreneur,49,99,41,61,14,34,27
Yes,24,Yes,17,Artist,56,13,65,94,96,73,40
Yes,19,No,7,Doctor,5,48,14,44,50,99,90
No,5,Yes,14,Artist,67,15,60,85,49,18,22
No,30,Yes,6,Entrepreneur,44,20,88,75,95,7,86
No,29,No,30,Engineer,82,73,39,50,28,52,79
Yes,27,No,13,Doctor,99,10,54,79,72,51,81
No,30,No,12,Teacher,1,59,40,87,32,75,14
No,8,No,8,Entrepreneur,19,53,10,89,66,39,86
No,27,No,11,Doctor,1,94,41,86,82,98,31
Yes,23,Yes,22,Teacher,20,86,24,25,71,73,11
No,5,Yes,27,Doctor,60,12,48,75,78,22,65
Yes,18,Yes,7,Entrepreneur,27,10,41,28,18,40,48
Yes,19,No,21,Artist,43,70,30,47,37,95,26
No,29,Yes,28,Teacher,2,83,47,7,79,29,38
Yes,19,Yes,27,Doctor,8,74,33,94,27,99,100
Yes,25,Yes,6,Doctor,96,36,56,30,46,87,77
Yes,29,Yes,9,Doctor,47,13,54,17,12,61,65
Yes,22,No,15,Artist,89,3,29,71,96,49,77
No,12,No,18,Engineer,66,13,28,67,4,12,83
No,22,No,3,Doctor,66,11,90,9,73,59,71
Yes,24,No,27,Doctor,48,86,82,7,46,70,68
Yes,22,No,1,Entrepreneur,59,9,24,22,10,94,57
No,1,Yes,18,Entrepreneur,3,15,88,62,18,26,91
Yes,20,Yes,30,Teacher,66,29,30,22,88,78,23
No,17,Yes,20,Entrepreneur,54,48,0,83,76,38,22
Yes,10,Yes,15,Doctor,11,76,31,17,6,81,16
Yes,26,Yes,1,Artist,76,19,48,81,76,35,55
No,15,No,21,Artist,72,94,71,16,60,54,88
Yes,17,No,13,Doctor,63,20,39,19,16,86,8
No,7,No,19,Artist,8,42,8,85,80,32,47
Yes,1,No,22,Doctor,11,79,44,39,77,81,59
Yes,21,No,24,Doctor,47,75,79,15,73,30,36
Yes,5,Yes,0,Artist,53,5,94,41,38,38,43
No,3,No,15,Engineer,93,47,62,98,43,30,75
No,27,Yes,28,Entrepreneur,28,6,68,74,70,100,88
Yes,11,No,23,Artist,87,97,15,34,25,80,9
Yes,8,No,9,Engineer,19,37,85,57,40,32,70
No,19,No,12,Engineer,67,47,26,1,61,97,16
No,1,Yes,5,Engineer,53,68,6,75,38,25,39
No,2,No,28,Entrepreneur,53,94,30,43,18,0,96
No,15,No,10,Entrepreneur,8,60,14,57,3,33,31
No,4,Yes,15,Engineer,11,21,63,76,81,69,87
Yes,14,Yes,5,Artist,49,45,65,65,11,97,91
No,2,No,9,Entrepreneur,1,18,53,77,8,56,37
Yes,2,Yes,17,Entrepreneur,78,28,2,23,100,35,80
Yes,22,No,4,Teacher,40,95,30,9,95,88,98
Yes,22,No,13,Artist,54,60,90,38,49,72,23
No,12,No,13,Entrepreneur,97,56,100,89,85,36,69
No,14,Yes,17,Entrepreneur,42,3,46,80,60,29,48
Yes,8,Yes,17,Teacher,1,18,85,27,24,27,9
Yes,27,No,23,Engineer,7,99,44,76,66,81,37
No,14,Yes,20,Entrepreneur,13,93,83,78,48,28,67
No,24,Yes,3,Entrepreneur,78,88,1,6,84,18,48
Yes,5,No,29,Entrepreneur,9,14,4,16,89,11,73
Yes,7,No,27,Engineer,43,56,61,82,10,71,44
No,16,No,12,Engineer,8,23,72,98,20,33,57
Yes,17,Yes,25,Engineer,60,85,63,34,2,52,0
Yes,4,No,23,Entrepreneur,68,13,36,14,35,57,21
Yes,5,Yes,18,Teacher,89,32,52,61,60,25,21
Yes,16,No,8,Engineer,45,49,3,34,43,66,0
No,7,Yes,18,Artist,31,81,13,30,58,23,17
No,18,No,29,Entrepreneur,93,36,51,31,76,81,64
No,15,No,0,Doctor,27,62,1,92,73,92,91
No,13,No,10,Engineer,80,72,10,6,61,37,49
Yes,27,No,6,Entrepreneur,6,50,46,94,53,83,100
Yes,18,No,8,Engineer,77,36,65,5,4,49,36
No,5,Yes,21,Engineer,71,7,20,47,8,65,61
Yes,8,Yes,30,Entrepreneur,8,62,84,79,56,82,95
No,19,Yes,1,Doctor,80,23,60,96,58,10,34
Yes,25,Yes,28,Entrepreneur,33,51,25,97,26,38,19
Yes,14,Yes,27,Teacher,78,35,49,82,88,8,95
No,29,Yes,23,Artist,5,14,15,13,49,76,64
Yes,8,Yes,22,Entrepreneur,86,42,19,47,37,0,53
No,0,No,10,Teacher,91,78,20,39,53,63,24
Yes,3,Yes,17,Teacher,47,24,72,22,4,52,41
Yes,9,Yes,11,Entrepreneur,52,19,43,72,7,7,30
Yes,9,No,23,Entrepreneur,98,49,19,64,9,55,40
Yes,25,Yes,14,Engineer,98,94,29,64,18,47,41
No,18,No,13,Entrepreneur,12,89,95,82,55,14,65
Yes,25,Yes,10,Teacher,63,48,88,18,17,95,56
Yes,9,No,18,Teacher,57,20,51,63,6,73,45
Yes,13,No,27,Teacher,84,11,51,56,62,31,34
No,16,No,19,Doctor,75,10,56,52,67,7,25
No,6,Yes,15,Engineer,47,57,50,41,99,97,32
Yes,11,No,25,Artist,18,88,7,11,27,80,59
Yes,1,No,23,Engineer,24,76,76,35,22,91,11
Yes,22,Yes,22,Engineer,3,87,56,13,45,12,4
No,5,Yes,24,Entrepreneur,43,43,1,12,63,100,55
No,2,No,27,Engineer,58,91,71,21,81,10,74
Yes,3,Yes,10,Entrepreneur,76,49,83,75,0,98,51
No,21,Yes,21,Teacher,31,3,46,90,47,8,30
Yes,24,Yes,1,Artist,27,69,23,13,39,67,80
No,18,No,12,Teacher,40,57,100,15,37,35,2
Yes,0,No,21,Artist,56,76,1,41,21,42,33
No,25,No,18,Doctor,3,21,15,92,21,29,18
No,21,No,23,Teacher,94,21,96,58,96,50,53
Yes,26,No,12,Engineer,81,20,96,29,96,49,46
No,20,Yes,13,Teacher,19,53,30,44,89,75,25
No,14,Yes,22,Teacher,37,29,90,92,75,88,69
Yes,24,Yes,22,Artist,52,29,48,82,42,12,33
No,15,Yes,5,Engineer,35,18,21,54,39,90,9
Yes,4,Yes,7,Teacher,19,82,46,54,18,54,20
Yes,11,No,27,Doctor,48,80,6,76,0,9,90
Yes,23,Yes,25,Teacher,0,74,87,93,19,100,61
Yes,15,No,29,Artist,89,80,49,22,57,45,51
No,28,No,24,Teacher,49,85,51,11,39,94,12
Yes,24,Yes,6,Teacher,82,100,76,9,54,20,36
Yes,7,Yes,6,Artist,0,80,85,82,27,93,69
No,25,No,2,Artist,21,26,13,31,72,61,84
No,17,Yes,8,Artist,68,99,90,30,82,7,40
No,0,Yes,18,Entrepreneur,12,97,76,23,38,33,22
Yes,25,Yes,1,Engineer,11,66,79,69,13,71,33
Yes,17,Yes,3,Teacher,17,18,95,13,77,2,46
No,4,Yes,4,Artist,61,6,78,8,34,19,35
No,22,No,17,Entrepreneur,71,94,81,3,62,72,98
Yes,11,No,14,Engineer,34,36,0,30,74,47,30
Yes,6,Yes,19,Entrepreneur,72,8,32,41,100,22,65
Yes,19,No,27,Artist,45,97,18,94,100,86,37
Yes,16,Yes,27,Doctor,15,83,99,16,91,65,37
Yes,15,Yes,24,Doctor,38,56,68,2,84,29,85
No,28,No,2,Doctor,85,62,4,57,28,11,61
Yes,0,No,16,Artist,88,29,55,69,96,98,82
No,0,No,25,Engineer,49,54,98,75,80,46,58
No,7,No,29,Artist,32,80,94,57,93,47,79
No,19,Yes,16,Entrepreneur,91,92,50,33,15,36,65
Yes,9,Yes,3,Doctor,99,27,99,93,28,7,77
No,27,No,5,Doctor,96,96,89,43,96,41,71
No,9,Yes,6,Doctor,27,86,86,86,75,1,32
No,21,No,8,Engineer,12,29,39,63,67,77,26
Yes,18,No,10,Engineer,67,100,66,93,41,72,99
Yes,7,Yes,23,Entrepreneur,31,87,51,12,97,88,78
No,11,Yes,3,Doctor,27,23,42,89,72,89,64
No,27,No,23,Artist,46,51,15,73,12,92,77
No,13,No,4,Engineer,2,39,75,3,46,58,66
Yes,29,No,21,Doctor,14,67,11,53,72,12,87
No,27,Yes,19,Teacher,88,35,48,36,77,38,18
Yes,11,No,28,Teacher,27,6,78,56,12,72,96
Yes,23,No,9,Artist,45,15,42,52,61,96,32
No,26,Yes,19,Artist,13,0,64,34,69,58,91
No,26,No,11,Teacher,36,76,44,66,36,97,81
Yes,18,Yes,26,Engineer,40,45,38,46,92,87,38
No,22,No,6,Doctor,59,51,14,78,45,71,53
No,3,Yes,27,Engineer,84,30,78,35,85,79,38
Yes,5,No,12,Teacher,9,12,63,98,27,59,22
No,23,No,20,Engineer,32,0,64,90,4,68,16
No,5,No,26,Doctor,40,38,39,48,50,54,13
Yes,20,Yes,4,Doctor,99,81,54,25,33,82,89
Yes,13,No,5,Entrepreneur,7,1,97,73,12,89,74
No,27,No,17,Engineer,45,6,92,81,93,48,37
Yes,18,Yes,8,Artist,20,5,23,38,55,32,57
No,1,Yes,8,Engineer,79,18,86,68,25,24,78
No,1,No,12,Doctor,11,13,54,14,45,55,85
Yes,15,No,3,Engineer,63,16,58,99,41,72,90
No,25,No,30,Artist,27,30,85,6,41,88,96
Yes,24,No,5,Artist,24,27,87,53,10,11,66
Yes,29,No,22,Artist,23,1,15,74,15,30,27
No,17,Yes,21,Artist,49,53,60,54,54,45,40
Yes,13,No,12,Teacher,78,51,51,61,87,25,60
No,27,No,8,Artist,48,97,56,93,68,43,51
No,4,No,30,Artist,59,86,71,11,35,84,0
No,19,No,1,Teacher,8,71,40,94,77,87,99
No,15,Yes,25,Engineer,38,91,98,56,14,47,50
Yes,24,No,30,Doctor,52,53,95,70,88,20,75
Yes,25,No,23,Teacher,56,4,19,98,75,99,18
No,3,Yes,21,Doctor,6,16,53,2,98,86,98
No,6,No,29,Doctor,22,60,45,48,22,66,44
Yes,1,Yes,4,Artist,91,16,19,90,73,28,44
No,24,Yes,6,Teacher,76,96,54,98,66,49,23
No,4,Yes,2,Doctor,36,23,55,47,82,24,0
Yes,26,Yes,7,Entrepreneur,69,82,74,3,63,48,87
Yes,10,Yes,29,Engineer,88,84,9,22,9,41,51
Yes,16,No,16,Engineer,98,79,6,73,6,28,51
No,11,Yes,29,Entrepreneur,54,65,6,40,44,88,53
Yes,18,Yes,24,Engineer,95,56,66,8,95,18,40
No,28,No,13,Teacher,37,16,5,28,9,50,45
No,13,Yes,30,Engineer,77,76,25,56,11,38,25
No,29,No,10,Teacher,15,88,89,4,84,44,96
Yes,2,Yes,4,Entrepreneur,67,20,81,65,65,50,46
Yes,10,Yes,21,Doctor,31,94,64,54,90,98,75
No,14,Yes,27,Artist,10,15,75,14,34,46,36
No,26,Yes,27,Doctor,84,26,5,66,8,96,82
No,14,No,16,Doctor,23,94,91,1,3,55,86
Yes,4,Yes,19,Doctor,66,17,26,45,19,100,72
No,7,Yes,13,Artist,33,37,11,74,88,30,30
No,29,Yes,4,Entrepreneur,72,94,73,28,41,49,63
Yes,21,No,23,Doctor,52,18,86,17,51,4,87
No,5,Yes,19,Entrepreneur,57,65,18,9,47,89,79
Yes,19,Yes,17,Engineer,61,84,7,74,47,54,23
Yes,18,Yes,24,Artist,88,76,20,26,29,43,86
No,15,No,28,Doctor,63,53,53,11,63,67,5
No,21,No,22,Entrepreneur,38,18,27,98,74,75,30
No,11,Yes,25,Entrepreneur,19,11,37,28,31,41,45
No,22,No,11,Entrepreneur,53,45,72,37,50,59,47
Yes,29,No,8,Entrepreneur,29,44,92,58,16,64,12
No,24,No,30,Artist,93,95,89,25,48,10,35
Yes,21,Yes,29,Entrepreneur,100,57,65,27,44,40,13
Yes,11,No,1,Doctor,98,57,79,24,58,60,47
No,28,Yes,25,Engineer,36,85,38,17,63,85,69
No,25,Yes,15,Entrepreneur,87,71,19,3,96,2,86
Yes,19,Yes,27,Doctor,3,84,23,6,39,96,30
No,30,No,16,Teacher,60,70,72,6,37,79,72
No,4,No,14,Teacher,85,20,71,38,55,78,16
Yes,5,No,23,Doctor,54,85,94,46,5,53,66
Yes,18,No,26,Entrepreneur,85,49,70,15,36,64,32
No,8,Yes,23,Doctor,57,95,46,87,34,49,75
Yes,21,Yes,12,Engineer,58,6,20,37,59,83,66
No,23,No,24,Teacher,83,8,38,82,69,32,55
No,8,Yes,23,Artist,20,42,84,95,96,68,14
Yes,24,Yes,4,Artist,41,54,2,54,4,21,14
Yes,9,No,22,Doctor,9,91,86,25,31,2,46
No,15,Yes,11,Engineer,70,62,26,43,42,95,55
No,21,Yes,30,Artist,11,2,62,46,42,65,82
No,20,No,4,Doctor,89,10,32,54,34,4,14
No,25,Yes,0,Engineer,72,59,64,22,59,57,80
No,15,Yes,14,Artist,80,29,47,27,24,5,18
No,14,No,24,Artist,38,35,1,15,96,31,17
Yes,26,Yes,7,Artist,11,25,4,88,73,23,59
No,11,No,24,Doctor,72,68,87,22,15,51,22
Yes,27,No,12,Entrepreneur,23,45,52,78,84,87,84
No,10,No,10,Artist,20,22,70,62,73,56,10
No,9,Yes,24,Artist,29,93,22,0,60,63,76
No,14,Yes,20,Entrepreneur,70,42,93,50,35,27,66
No,22,No,8,Teacher,51,32,9,94,0,55,90
No,9,No,21,Entrepreneur,92,94,55,41,49,53,35
No,0,No,18,Engineer,66,70,65,73,16,11,7
No,6,Yes,23,Engineer,20,38,36,71,86,99,86
Yes,9,Yes,17,Entrepreneur,2,100,39,46,14,69,8
Yes,8,Yes,18,Entrepreneur,63,62,33,65,52,78,6
Yes,11,Yes,0,Artist,14,22,45,8,81,81,33
Yes,19,Yes,7,Teacher,35,0,70,31,6,65,27
Yes,10,No,26,Entrepreneur,43,7,54,15,53,4,91
Yes,8,No,16,Artist,88,94,7,86,25,6,24
Yes,3,No,25,Teacher,22,63,66,63,29,31,45
Yes,18,Yes,25,Entrepreneur,55,79,45,34,30,3,8
Yes,14,No,22,Engineer,5,17,79,94,14,52,48
Yes,24,No,4,Entrepreneur,46,13,23,20,27,72,47
No,5,Yes,8,Teacher,56,93,17,73,95,84,47
No,14,Yes,15,Doctor,77,68,10,41,20,60,89
No,8,Yes,14,Doctor,4,1,16,42,18,53,21
No,9,Yes,27,Artist,32,92,90,62,91,26,79
Yes,4,Yes,15,Teacher,26,66,63,35,43,39,2
No,11,No,16,Artist,4,73,12,26,66,33,99
No,10,Yes,23,Doctor,31,30,37,39,50,70,59
No,22,No,8,Teacher,70,79,8,24,98,53,55
Yes,27,Yes,0,Artist,14,48,46,80,84,41,80
No,6,Yes,18,Doctor,14,42,39,13,6,86,47
Yes,29,Yes,26,Artist,1,52,80,60,97,3,75
Yes,17,Yes,14,Artist,99,75,85,67,60,60,48
Yes,25,Yes,28,Artist,79,60,18,96,55,42,32
No,17,Yes,11,Doctor,14,4,98,49,99,25,49
Yes,20,Yes,17,Artist,54,36,97,83,0,63,29
No,5,No,23,Teacher,37,51,16,41,51,44,88
Yes,22,Yes,12,Engineer,53,0,62,94,47,6,84
Yes,24,Yes,0,Engineer,82,83,37,37,6,2,27
Yes,0,Yes,9,Teacher,54,87,31,26,77,10,96
Yes,3,No,24,Doctor,71,52,44,15,8,17,6
Yes,17,Yes,28,Teacher,31,28,54,51,97,69,81
No,26,Yes,23,Engineer,81,86,56,56,74,70,56
No,11,No,0,Teacher,46,15,34,59,90,3,2
Yes,28,No,15,Teacher,72,91,27,55,21,53,66
Yes,14,No,1,Teacher,63,11,46,95,46,37,89
Yes,19,No,16,Entrepreneur,54,88,18,5,37,20,94
Yes,26,No,4,Entrepreneur,0,58,5,94,48,11,23
Yes,26,No,11,Doctor,71,26,82,10,55,85,44
Yes,3,No,4,Artist,79,60,29,84,79,82,77
Yes,6,No,7,Entrepreneur,15,1,71,38,42,93,26
No,14,No,23,Artist,29,1,77,70,26,25,94
Yes,14,Yes,0,Teacher,52,34,37,57,87,81,55
No,30,Yes,24,Entrepreneur,36,82,38,42,6,15,39
Yes,30,Yes,8,Artist,27,23,22,36,14,64,9
No,15,No,5,Teacher,18,78,95,75,45,49,76
Yes,28,Yes,7,Teacher,14,19,19,40,39,91,1
No,12,Yes,16,Artist,73,8,0,71,27,13,71
No,6,Yes,18,Engineer,58,83,27,96,100,44,82
Yes,12,Yes,4,Teacher,52,72,36,49,77,68,96
No,16,Yes,30,Entrepreneur,8,18,8,42,93,70,71
Yes,8,No,9,Doctor,82,55,0,59,43,57,18
No,1,No,18,Engineer,78,87,63,6,39,39,80
Yes,1,No,27,Engineer,99,66,1,16,54,31,21
No,12,Yes,10,Artist,82,33,52,36,99,98,96
No,23,Yes,8,Doctor,93,51,48,51,50,44,45
No,7,No,29,Engineer,19,66,31,81,88,43,13
No,20,No,27,Engineer,37,37,50,94,6,7,67
Yes,8,Yes,22,Engineer,82,56,31,3,73,63,88
No,0,Yes,14,Doctor,44,92,86,38,100,37,45
